Date,Description,Category,Amount,Payment_Mode,Location,Month,Day_of_Week
2026-03-05,Restaurant,Food,4127.73,Debit Card,East Ralphfurt,3,Thursday
2025-09-11,Ola,Travel,3554.25,Credit Card,Josephhaven,9,Thursday
2025-09-19,Spotify,Entertainment,4217.89,Cash,Murraybury,9,Friday
2025-03-16,Spotify,Entertainment,131.83,Cash,Mitchellhaven,3,Sunday
2025-05-03,Netflix,Entertainment,3549.3,Debit Card,Jenniferstad,5,Saturday
2025-08-04,Netflix,Entertainment,3312.1,Cash,New Rickyland,8,Monday
2025-08-08,Zomato,Food,4491.29,Cash,Jacobstad,8,Friday
2026-01-14,Movie,Entertainment,4528.13,Credit Card,Lake Edwardberg,1,Wednesday
2025-05-05,Spotify,Entertainment,4426.57,Credit Card,Simmonsmouth,5,Monday
2025-06-08,Internet,Bills,3569.78,UPI,Laurahaven,6,Sunday
2025-08-14,Mall,Shopping,4273.19,UPI,Lake Walterberg,8,Thursday
2025-11-17,Amazon,Shopping,3319.18,Credit Card,South Ricardomouth,11,Monday
2025-03-14,Flight,Travel,2053.56,UPI,South Ryantown,3,Friday
2026-02-26,Amazon,Shopping,4655.53,Cash,Thomasmouth,2,Thursday
2025-10-11,Swiggy,Food,541.14,Debit Card,East Sarahburgh,10,Saturday
2025-04-06,Mobile Recharge,Bills,3631.77,Cash,New Alyssa,4,Sunday
2025-10-10,Cafe,Food,3676.66,UPI,Woodschester,10,Friday
2025-12-26,Flipkart,Shopping,2814.99,UPI,New Billychester,12,Friday
2025-10-10,Flipkart,Shopping,3403.98,UPI,Jonathanville,10,Friday
2025-11-13,Mobile Recharge,Bills,4071.15,Cash,Robinburgh,11,Thursday
2025-03-12,Metro,Travel,1903.83,UPI,Zavalamouth,3,Wednesday
2025-05-18,Electricity,Bills,2460.28,Credit Card,Lake Laura,5,Sunday
2026-02-25,Movie,Entertainment,901.24,Debit Card,Brownchester,2,Wednesday
2026-01-14,Flipkart,Shopping,4494.31,UPI,Benjaminberg,1,Wednesday
2025-07-29,Internet,Bills,3993.0,Cash,Port Samantha,7,Tuesday
2025-07-17,Zomato,Food,2425.5,UPI,Piercebury,7,Thursday
2025-08-19,Restaurant,Food,1545.33,Credit Card,Nelsontown,8,Tuesday
2025-03-18,Metro,Travel,3303.55,Debit Card,Port Gregory,3,Tuesday
2025-04-17,Mall,Shopping,1543.9,Cash,Port Keithtown,4,Thursday
2025-10-05,Amazon,Shopping,3984.18,Cash,East Jennifer,10,Sunday
2025-09-17,Metro,Travel,4010.98,Credit Card,North Meganport,9,Wednesday
2025-09-05,Swiggy,Food,1927.42,Cash,Port Matthewberg,9,Friday
2025-07-04,Flipkart,Shopping,3121.89,Cash,Port Brianbury,7,Friday
2025-12-19,Netflix,Entertainment,4471.17,Credit Card,Kristopherhaven,12,Friday
2025-06-03,Restaurant,Food,275.92,Debit Card,New Travisfort,6,Tuesday
2025-10-29,Restaurant,Food,4321.04,Debit Card,Thomasburgh,10,Wednesday
2025-09-24,Flight,Travel,929.31,Credit Card,Montgomeryport,9,Wednesday
2025-03-13,Flight,Travel,1663.18,UPI,Zamoraville,3,Thursday
2025-09-02,Movie,Entertainment,4128.91,UPI,East Anthonymouth,9,Tuesday
2025-07-26,Netflix,Entertainment,2206.07,Cash,Port Thomasport,7,Saturday
2025-11-25,Swiggy,Food,715.61,Cash,Fisherville,11,Tuesday
2025-04-08,Amazon,Shopping,3804.93,Debit Card,East Victor,4,Tuesday
2025-09-08,Mobile Recharge,Bills,4661.78,UPI,Port Stephanie,9,Monday
2025-09-01,Netflix,Entertainment,1607.66,UPI,North Nicholaston,9,Monday
2026-02-06,Cafe,Food,753.88,Credit Card,Natalieshire,2,Friday
2025-04-04,Internet,Bills,901.41,UPI,Daviston,4,Friday
2025-03-09,Metro,Travel,3364.3,Debit Card,North Autumnberg,3,Sunday
2025-09-13,Netflix,Entertainment,4833.43,UPI,Gavinshire,9,Saturday
2025-07-01,Internet,Bills,211.23,Credit Card,Meyershire,7,Tuesday
2025-07-08,Netflix,Entertainment,2483.12,Cash,Robertstad,7,Tuesday
2025-05-21,Movie,Entertainment,1403.43,Cash,Antonioview,5,Wednesday
2025-11-25,Ola,Travel,1545.28,UPI,North Wayneburgh,11,Tuesday
2026-02-11,Uber,Travel,2080.19,Debit Card,Lake Jamesmouth,2,Wednesday
2025-07-20,Spotify,Entertainment,1802.24,Debit Card,South Carolinemouth,7,Sunday
2026-02-25,Cafe,Food,3929.51,Debit Card,New Jonathan,2,Wednesday
2025-08-29,Restaurant,Food,3676.17,Cash,Janiceton,8,Friday
2025-03-20,Spotify,Entertainment,1308.42,Cash,West Dana,3,Thursday
2025-09-15,Flipkart,Shopping,4124.25,Debit Card,Kennethchester,9,Monday
2025-11-19,Mobile Recharge,Bills,1021.34,UPI,Jeanetteton,11,Wednesday
2025-08-13,Electricity,Bills,1695.99,UPI,Port Emily,8,Wednesday
2026-01-26,Electricity,Bills,833.72,Credit Card,East Emily,1,Monday
2025-10-28,Netflix,Entertainment,2375.28,UPI,South Kevin,10,Tuesday
2025-11-01,Netflix,Entertainment,1294.08,UPI,New Brittanyside,11,Saturday
2025-03-26,Amazon,Shopping,4582.79,UPI,Aprilborough,3,Wednesday
2026-01-03,Swiggy,Food,2089.06,Cash,West Juliaburgh,1,Saturday
2025-11-01,Mobile Recharge,Bills,4813.64,Cash,Perezview,11,Saturday
2025-11-06,Swiggy,Food,4624.86,Credit Card,West Jennifer,11,Thursday
2025-09-30,Spotify,Entertainment,374.11,UPI,West Robert,9,Tuesday
2025-09-10,Uber,Travel,4751.85,Debit Card,South Madison,9,Wednesday
2025-10-07,Movie,Entertainment,1825.33,Cash,East Williambury,10,Tuesday
2025-09-22,Cafe,Food,275.72,Debit Card,North Johnmouth,9,Monday
2025-12-10,Metro,Travel,3281.9,Debit Card,South Sarabury,12,Wednesday
2026-02-20,Electricity,Bills,2166.66,Credit Card,Port Jeffreyhaven,2,Friday
2025-07-30,Mobile Recharge,Bills,1529.98,Cash,Jameshaven,7,Wednesday
2025-08-10,Zomato,Food,4192.09,Credit Card,East Heather,8,Sunday
2025-10-09,Movie,Entertainment,4908.97,UPI,New Sean,10,Thursday
2025-10-26,Movie,Entertainment,2063.1,Cash,East Dorothytown,10,Sunday
2025-03-25,Cafe,Food,2614.44,Debit Card,Hartside,3,Tuesday
2025-12-16,Restaurant,Food,4127.53,Debit Card,Newtonview,12,Tuesday
2025-10-16,Flipkart,Shopping,860.94,Credit Card,Andrewmouth,10,Thursday
2025-12-25,Zomato,Food,523.03,Cash,West Josephfurt,12,Thursday
2025-11-27,Spotify,Entertainment,4584.23,Credit Card,Watsonton,11,Thursday
2025-09-09,Electricity,Bills,3630.88,UPI,Garystad,9,Tuesday
2025-04-18,Amazon,Shopping,2574.62,Cash,Wangbury,4,Friday
2025-03-17,Restaurant,Food,2525.0,Credit Card,Crosbystad,3,Monday
2025-03-22,Flight,Travel,3055.02,Debit Card,North Hannah,3,Saturday
2025-03-24,Mobile Recharge,Bills,1330.8,Debit Card,Loweview,3,Monday
2025-10-02,Netflix,Entertainment,292.75,Cash,West Rhondaberg,10,Thursday
2026-01-29,Ola,Travel,1040.27,Debit Card,Andradeberg,1,Thursday
2026-01-04,Ola,Travel,4482.57,Debit Card,Lake Jamesmouth,1,Sunday
2026-02-01,Electricity,Bills,3622.1,Debit Card,Kennethborough,2,Sunday
2025-05-14,Swiggy,Food,3592.3,Debit Card,Ericaburgh,5,Wednesday
2025-12-23,Cafe,Food,2596.69,UPI,Grantton,12,Tuesday
2026-01-23,Flight,Travel,606.5,UPI,Lake Timothy,1,Friday
2025-08-14,Metro,Travel,2672.0,Credit Card,Lake Patriciaport,8,Thursday
2025-10-29,Netflix,Entertainment,2504.89,Cash,West Jessicaland,10,Wednesday
2025-12-31,Mall,Shopping,2290.62,UPI,Port Edwin,12,Wednesday
2025-12-17,Internet,Bills,865.33,Debit Card,Russelltown,12,Wednesday
2025-12-24,Electricity,Bills,3431.49,Cash,Marisaside,12,Wednesday
2026-01-03,Mall,Shopping,4557.77,Debit Card,North Deborahland,1,Saturday
2025-08-27,Cafe,Food,4707.61,UPI,Port Christopherberg,8,Wednesday
2026-02-26,Swiggy,Food,2631.57,Cash,East Traceychester,2,Thursday
2025-03-10,Movie,Entertainment,4835.26,Credit Card,West Paul,3,Monday
2025-06-06,Ola,Travel,1113.24,Credit Card,Munozstad,6,Friday
2026-02-21,Flipkart,Shopping,1378.29,Debit Card,Reidberg,2,Saturday
2025-04-13,Restaurant,Food,3039.71,UPI,North Matthewchester,4,Sunday
2026-01-18,Flight,Travel,3911.32,Credit Card,East Dianaport,1,Sunday
2025-09-04,Netflix,Entertainment,3552.35,UPI,South Christopherberg,9,Thursday
2025-12-11,Uber,Travel,716.5,UPI,Janefort,12,Thursday
2025-08-18,Flipkart,Shopping,2571.34,Debit Card,East Nicolechester,8,Monday
2026-02-02,Swiggy,Food,3241.98,UPI,Emilyview,2,Monday
2025-05-13,Internet,Bills,2136.03,Credit Card,Lake Brandontown,5,Tuesday
2026-03-05,Mall,Shopping,1902.81,Cash,Loweborough,3,Thursday
2026-02-05,Cafe,Food,256.61,Cash,New Bonnie,2,Thursday
2025-03-14,Flight,Travel,3689.75,Cash,West Morganfort,3,Friday
2025-12-14,Mall,Shopping,506.54,Debit Card,Gibsonmouth,12,Sunday
2025-04-23,Uber,Travel,3886.56,Debit Card,New Douglasfort,4,Wednesday
2025-07-21,Metro,Travel,336.58,Cash,Amandabury,7,Monday
2026-01-19,Internet,Bills,598.81,UPI,Port Jessicafurt,1,Monday
2025-06-04,Metro,Travel,3696.98,Debit Card,Justinbury,6,Wednesday
2025-10-05,Restaurant,Food,2411.64,Cash,Josephchester,10,Sunday
2025-07-27,Electricity,Bills,3841.04,Credit Card,Lunachester,7,Sunday
2026-02-22,Restaurant,Food,1637.38,Cash,Bensonton,2,Sunday
2025-04-20,Cafe,Food,967.16,Cash,Williamfurt,4,Sunday
2026-01-20,Amazon,Shopping,4296.69,Debit Card,Cowanchester,1,Tuesday
2025-09-10,Amazon,Shopping,4886.65,UPI,North Derrickville,9,Wednesday
2025-08-09,Uber,Travel,3953.23,Debit Card,Lake Daniellebury,8,Saturday
2025-06-05,Mobile Recharge,Bills,4318.58,Cash,New Mariaberg,6,Thursday
2025-07-09,Amazon,Shopping,401.47,UPI,Port Robert,7,Wednesday
2025-03-27,Spotify,Entertainment,1214.95,Debit Card,Wilcoxview,3,Thursday
2025-04-18,Spotify,Entertainment,3935.17,UPI,North Jenniferview,4,Friday
2025-08-02,Movie,Entertainment,2720.03,Cash,New Benjamin,8,Saturday
2025-07-21,Flight,Travel,4020.6,Debit Card,Acostaborough,7,Monday
2026-01-22,Uber,Travel,3806.23,UPI,Gloriatown,1,Thursday
2025-03-31,Metro,Travel,2825.4,UPI,Smithstad,3,Monday
2025-09-27,Uber,Travel,4207.67,Credit Card,Brittanyland,9,Saturday
2025-08-28,Mall,Shopping,1390.99,Credit Card,Brandonburgh,8,Thursday
2025-11-19,Netflix,Entertainment,4414.94,Debit Card,Waltertown,11,Wednesday
2025-08-22,Flipkart,Shopping,2867.57,Cash,Curryshire,8,Friday
2025-07-25,Flight,Travel,1405.07,Cash,Tammyview,7,Friday
2025-07-06,Internet,Bills,4207.58,Debit Card,Katherinehaven,7,Sunday
2025-10-24,Spotify,Entertainment,2188.67,Debit Card,Lauraborough,10,Friday
2026-01-24,Uber,Travel,730.43,Debit Card,Burchfort,1,Saturday
2026-01-31,Internet,Bills,505.68,Cash,Port Michaeltown,1,Saturday
2025-12-18,Electricity,Bills,701.77,Cash,Lake Christinetown,12,Thursday
2025-08-23,Netflix,Entertainment,2131.41,Debit Card,Kaylaport,8,Saturday
2025-08-10,Internet,Bills,2224.26,Credit Card,Davisshire,8,Sunday
2026-01-19,Swiggy,Food,164.01,Debit Card,Lake Ryanbury,1,Monday
2025-09-01,Movie,Entertainment,247.98,UPI,Jeffton,9,Monday
2025-07-21,Metro,Travel,2476.84,Debit Card,Port Kathy,7,Monday
2025-06-05,Movie,Entertainment,4798.27,Debit Card,Lake Michelleview,6,Thursday
2025-05-25,Swiggy,Food,4801.74,Cash,Jacobsonside,5,Sunday
2025-04-20,Flipkart,Shopping,3635.98,Debit Card,New Brandy,4,Sunday
2025-08-10,Flipkart,Shopping,3533.85,UPI,New Lisa,8,Sunday
2026-02-21,Spotify,Entertainment,1736.05,Cash,Hernandezton,2,Saturday
2025-10-04,Electricity,Bills,4627.31,UPI,Zhangshire,10,Saturday
2025-09-02,Movie,Entertainment,2760.05,Debit Card,Nealland,9,Tuesday
2025-12-23,Internet,Bills,2198.58,Cash,Joshuafurt,12,Tuesday
2026-02-07,Spotify,Entertainment,211.93,Cash,Pereztown,2,Saturday
2025-04-05,Flipkart,Shopping,3971.05,UPI,Port Bradley,4,Saturday
2025-07-23,Uber,Travel,897.65,Debit Card,Beasleyborough,7,Wednesday
2025-04-10,Electricity,Bills,4294.31,Cash,Markshire,4,Thursday
2025-07-15,Spotify,Entertainment,2431.15,Debit Card,Port Timothyshire,7,Tuesday
2025-11-03,Restaurant,Food,3374.83,Cash,Michellefort,11,Monday
2025-06-10,Metro,Travel,4670.34,Credit Card,Port Hollyhaven,6,Tuesday
2025-12-10,Swiggy,Food,787.82,UPI,Lake Nathan,12,Wednesday
2025-08-13,Movie,Entertainment,1890.03,Cash,Jarvisside,8,Wednesday
2025-07-29,Swiggy,Food,1177.52,Credit Card,East Patriciaton,7,Tuesday
2025-11-07,Mall,Shopping,3685.67,UPI,Lozanoshire,11,Friday
2025-06-11,Flight,Travel,1763.97,UPI,Evanville,6,Wednesday
2025-11-10,Flight,Travel,100.86,Credit Card,Francisborough,11,Monday
2025-04-19,Spotify,Entertainment,3489.25,Debit Card,Conwaystad,4,Saturday
2025-06-05,Metro,Travel,953.73,Credit Card,North Christineville,6,Thursday
2025-09-30,Cafe,Food,2355.78,Credit Card,North Joshua,9,Tuesday
2026-01-15,Cafe,Food,293.43,Debit Card,Garciaburgh,1,Thursday
2025-05-27,Cafe,Food,1197.81,Debit Card,Waltonhaven,5,Tuesday
2025-05-05,Internet,Bills,1555.88,UPI,Jasonside,5,Monday
2025-04-13,Mobile Recharge,Bills,821.22,UPI,East Joshua,4,Sunday
2025-09-25,Ola,Travel,2980.77,Debit Card,Hendricksfurt,9,Thursday
2025-10-23,Internet,Bills,4390.41,Debit Card,Port Jordanfort,10,Thursday
2025-05-14,Movie,Entertainment,2545.36,Cash,Steeletown,5,Wednesday
2025-06-21,Uber,Travel,4301.45,Cash,Shawnton,6,Saturday
2025-10-05,Mobile Recharge,Bills,3377.5,Cash,Stephaniemouth,10,Sunday
2025-07-12,Movie,Entertainment,3898.57,Credit Card,Rileychester,7,Saturday
2025-05-21,Spotify,Entertainment,3383.56,Credit Card,South Baileytown,5,Wednesday
2025-08-19,Mobile Recharge,Bills,4349.59,Credit Card,Andrewville,8,Tuesday
2026-02-06,Restaurant,Food,2804.56,Debit Card,Reyesside,2,Friday
2025-12-18,Restaurant,Food,1040.53,Credit Card,Palmerside,12,Thursday
2025-04-22,Movie,Entertainment,1069.87,UPI,Jessicaside,4,Tuesday
2025-05-09,Electricity,Bills,739.41,Credit Card,East Martin,5,Friday
2025-10-10,Electricity,Bills,3437.24,Credit Card,Lake Amber,10,Friday
2025-04-19,Amazon,Shopping,1303.57,UPI,Port Frankmouth,4,Saturday
2026-01-06,Flight,Travel,275.58,Cash,Hoganville,1,Tuesday
2026-03-02,Zomato,Food,4001.28,UPI,Kimberlyberg,3,Monday
2025-07-23,Flipkart,Shopping,4538.03,UPI,Walltown,7,Wednesday
2025-03-12,Internet,Bills,1539.92,Credit Card,North Michael,3,Wednesday
2025-06-06,Mall,Shopping,1465.72,UPI,Lake Elizabeth,6,Friday
2025-11-19,Amazon,Shopping,1420.94,Credit Card,South Davidmouth,11,Wednesday
2025-05-04,Restaurant,Food,1164.35,UPI,Kellyhaven,5,Sunday
2025-09-09,Netflix,Entertainment,4542.74,Credit Card,Lake Jose,9,Tuesday
2025-06-20,Swiggy,Food,4477.9,Credit Card,South Amanda,6,Friday
2026-02-27,Movie,Entertainment,3651.69,Credit Card,Anahaven,2,Friday
2025-05-12,Uber,Travel,1774.99,Debit Card,South Nicholasmouth,5,Monday
2026-03-06,Electricity,Bills,4757.26,Debit Card,West Paige,3,Friday
2026-01-17,Swiggy,Food,2339.32,Credit Card,Brewerview,1,Saturday
2025-05-28,Flight,Travel,4441.06,Credit Card,Christineborough,5,Wednesday
2025-08-17,Ola,Travel,130.51,Credit Card,Medinaton,8,Sunday
2026-02-25,Spotify,Entertainment,1083.02,Cash,Sandraberg,2,Wednesday
2025-08-11,Mobile Recharge,Bills,2744.45,UPI,East Lindsey,8,Monday
2025-09-22,Uber,Travel,2305.46,UPI,Larrybury,9,Monday
2025-12-13,Internet,Bills,3562.46,Debit Card,Lake Jasmin,12,Saturday
2025-03-27,Zomato,Food,3345.86,Credit Card,Gardnerchester,3,Thursday
2026-02-21,Netflix,Entertainment,1346.17,UPI,Carlaberg,2,Saturday
2025-04-07,Ola,Travel,4878.56,Cash,Valdezburgh,4,Monday
2025-10-12,Restaurant,Food,51.14,Cash,Munozstad,10,Sunday
2025-12-30,Electricity,Bills,2785.93,Credit Card,South David,12,Tuesday
2025-09-04,Amazon,Shopping,2126.09,UPI,Johnsontown,9,Thursday
2025-05-13,Electricity,Bills,4270.93,Credit Card,Timothyville,5,Tuesday
2025-06-01,Zomato,Food,1566.4,Cash,Lake Joseph,6,Sunday
2025-06-20,Metro,Travel,824.65,Credit Card,South Matthew,6,Friday
2025-07-06,Ola,Travel,3929.99,UPI,Port Christopher,7,Sunday
2025-09-01,Uber,Travel,3825.87,Cash,East Alejandra,9,Monday
2025-12-07,Netflix,Entertainment,1202.73,Debit Card,New Brenda,12,Sunday
2025-07-06,Restaurant,Food,2308.93,Cash,East Cassandra,7,Sunday
2025-09-26,Swiggy,Food,2571.55,Cash,Mitchellton,9,Friday
2025-09-11,Restaurant,Food,859.07,UPI,Roseborough,9,Thursday
2025-12-24,Spotify,Entertainment,924.15,Cash,New David,12,Wednesday
2025-05-03,Internet,Bills,2310.33,Debit Card,South David,5,Saturday
2025-07-06,Netflix,Entertainment,3511.51,Credit Card,Jonesbury,7,Sunday
2025-09-26,Ola,Travel,1171.75,Debit Card,Alexanderview,9,Friday
2025-05-01,Amazon,Shopping,4664.12,UPI,Lake Victormouth,5,Thursday
2025-12-22,Movie,Entertainment,1731.55,Cash,Justinshire,12,Monday
2025-09-01,Amazon,Shopping,1384.97,Credit Card,North Rita,9,Monday
2025-03-16,Mobile Recharge,Bills,2590.3,Credit Card,Port Darleneside,3,Sunday
2025-04-23,Cafe,Food,4993.43,Debit Card,West Tiffanymouth,4,Wednesday
2026-01-06,Swiggy,Food,2183.13,Cash,Jacksonport,1,Tuesday
2026-01-13,Restaurant,Food,4187.21,UPI,Johnbury,1,Tuesday
2026-01-12,Uber,Travel,1790.71,Debit Card,Campbellfort,1,Monday
2025-09-19,Flight,Travel,207.08,Debit Card,Dunnville,9,Friday
2026-02-07,Mobile Recharge,Bills,2031.75,Debit Card,Lake David,2,Saturday
2025-10-09,Cafe,Food,538.21,UPI,Osbornmouth,10,Thursday
2025-08-21,Spotify,Entertainment,311.09,Cash,Lake Stacyton,8,Thursday
2025-06-01,Amazon,Shopping,1064.29,Debit Card,Henrymouth,6,Sunday
2025-10-27,Electricity,Bills,543.37,UPI,Stanleytown,10,Monday
2025-11-27,Mall,Shopping,3243.69,Cash,Kaylashire,11,Thursday
2025-11-04,Amazon,Shopping,1542.55,UPI,West Holly,11,Tuesday
2026-01-21,Netflix,Entertainment,1580.55,Credit Card,Sarahaven,1,Wednesday
2025-06-20,Zomato,Food,1551.36,Cash,North Christopher,6,Friday
2025-07-31,Internet,Bills,2125.35,Credit Card,Johnsonville,7,Thursday
2025-07-21,Netflix,Entertainment,2120.55,Credit Card,Simmonsmouth,7,Monday
2025-06-05,Mall,Shopping,4674.3,Credit Card,Lake Robert,6,Thursday
2025-03-20,Restaurant,Food,413.24,UPI,Robertville,3,Thursday
2025-05-24,Electricity,Bills,4214.23,UPI,Escobarview,5,Saturday
2025-04-27,Netflix,Entertainment,2854.53,UPI,North Mariahborough,4,Sunday
2025-04-16,Amazon,Shopping,4178.37,Cash,North Rebecca,4,Wednesday
2025-07-25,Electricity,Bills,4581.52,UPI,New Emily,7,Friday
2025-12-07,Ola,Travel,2268.03,UPI,Katieview,12,Sunday
2026-02-05,Restaurant,Food,2832.84,Cash,Lake Peter,2,Thursday
2025-10-31,Netflix,Entertainment,1920.67,UPI,New Andrew,10,Friday
2025-12-03,Flipkart,Shopping,1274.45,Debit Card,Reginaldland,12,Wednesday
2025-06-23,Internet,Bills,1367.12,Debit Card,Hahnchester,6,Monday
2026-02-14,Internet,Bills,565.97,Credit Card,Meredithbury,2,Saturday
2025-03-15,Movie,Entertainment,3960.82,Cash,Caldwellfort,3,Saturday
2025-07-03,Uber,Travel,373.7,UPI,Phylliston,7,Thursday
2025-07-10,Uber,Travel,4027.18,Cash,Lake Yolanda,7,Thursday
2025-08-04,Metro,Travel,4271.4,Debit Card,New Mariachester,8,Monday
2025-08-24,Spotify,Entertainment,979.1,Cash,West Bobby,8,Sunday
2025-05-06,Ola,Travel,1380.42,Credit Card,Austinburgh,5,Tuesday
2025-04-07,Uber,Travel,1834.54,Credit Card,West Matthewport,4,Monday
2025-11-12,Flipkart,Shopping,1311.01,Cash,Samuelberg,11,Wednesday
2025-04-03,Mall,Shopping,1313.14,Debit Card,Lake Alexander,4,Thursday
2025-11-11,Flipkart,Shopping,4470.49,UPI,Morrisonberg,11,Tuesday
2025-12-23,Movie,Entertainment,3846.06,Credit Card,North Valeriebury,12,Tuesday
2025-06-10,Cafe,Food,3373.65,Debit Card,Janetstad,6,Tuesday
2025-06-20,Netflix,Entertainment,4118.13,Cash,East William,6,Friday
2025-03-25,Metro,Travel,4383.52,UPI,Millerport,3,Tuesday
2025-03-15,Netflix,Entertainment,2651.85,Debit Card,South Mackenzie,3,Saturday
2025-08-23,Restaurant,Food,4303.41,Credit Card,Jasontown,8,Saturday
2025-08-03,Flipkart,Shopping,377.4,UPI,Taylormouth,8,Sunday
2025-09-28,Swiggy,Food,2219.86,Debit Card,New Ray,9,Sunday
2025-10-21,Mobile Recharge,Bills,1188.85,UPI,Edgarchester,10,Tuesday
2025-04-07,Spotify,Entertainment,908.15,UPI,New Jennifer,4,Monday
2025-09-13,Ola,Travel,863.67,Debit Card,Alexanderfort,9,Saturday
2026-02-03,Movie,Entertainment,3271.29,Debit Card,Barneschester,2,Tuesday
2025-11-13,Mobile Recharge,Bills,381.84,Debit Card,West Brianhaven,11,Thursday
2025-08-24,Flipkart,Shopping,4583.39,UPI,Jackshire,8,Sunday
2025-11-20,Flipkart,Shopping,4940.25,Credit Card,West Bonnie,11,Thursday
2025-11-23,Amazon,Shopping,317.45,Credit Card,Huntfort,11,Sunday
2026-01-13,Amazon,Shopping,490.16,UPI,Branditown,1,Tuesday
2025-07-01,Flight,Travel,2839.89,UPI,Lake Timothyhaven,7,Tuesday
2025-06-03,Flipkart,Shopping,3236.37,Credit Card,West Taraton,6,Tuesday
2025-06-22,Mobile Recharge,Bills,401.42,Cash,Freymouth,6,Sunday
2025-05-19,Flipkart,Shopping,2959.55,Debit Card,Stevensmouth,5,Monday
2025-04-04,Zomato,Food,3856.87,UPI,Kathytown,4,Friday
2025-07-23,Cafe,Food,4413.85,UPI,West Andremouth,7,Wednesday
2025-09-23,Flight,Travel,1834.26,Credit Card,Russellburgh,9,Tuesday
2025-12-04,Uber,Travel,2017.1,Cash,West Judy,12,Thursday
2025-08-02,Movie,Entertainment,4363.2,Debit Card,Danielleburgh,8,Saturday
2025-04-20,Internet,Bills,1066.28,UPI,New Thomas,4,Sunday
2025-12-11,Zomato,Food,285.78,Credit Card,Andreamouth,12,Thursday
2025-04-04,Mall,Shopping,3483.01,Cash,East Roger,4,Friday
2025-05-04,Electricity,Bills,3882.71,UPI,West Nicole,5,Sunday
2026-02-04,Uber,Travel,1633.38,Credit Card,Willieside,2,Wednesday
2025-07-22,Restaurant,Food,1631.58,UPI,Kevinshire,7,Tuesday
2025-06-01,Netflix,Entertainment,253.33,Credit Card,East Kimberlymouth,6,Sunday
2025-10-21,Amazon,Shopping,2722.72,UPI,New Joseph,10,Tuesday
2025-06-07,Mobile Recharge,Bills,1743.11,UPI,Johnborough,6,Saturday
2025-04-15,Mobile Recharge,Bills,193.12,Debit Card,North Mirandahaven,4,Tuesday
2025-11-02,Zomato,Food,4413.63,UPI,Georgestad,11,Sunday
2026-01-22,Ola,Travel,2244.01,UPI,East Racheltown,1,Thursday
2025-12-08,Cafe,Food,3078.43,Debit Card,North Kathrynbury,12,Monday
2025-11-14,Internet,Bills,294.76,Cash,Stevensville,11,Friday
2025-10-08,Mobile Recharge,Bills,984.89,Cash,Lake Nancy,10,Wednesday
2025-05-22,Uber,Travel,3845.0,Cash,Waltersstad,5,Thursday
2026-03-02,Swiggy,Food,2670.92,UPI,South Rhondafort,3,Monday
2026-01-17,Zomato,Food,2270.64,Debit Card,New Jason,1,Saturday
2025-09-14,Movie,Entertainment,282.32,UPI,Byrdland,9,Sunday
2025-09-24,Swiggy,Food,2881.36,Credit Card,Heathershire,9,Wednesday
2026-03-07,Flipkart,Shopping,2301.22,Debit Card,Nicholsside,3,Saturday
2025-12-16,Flight,Travel,2803.86,Credit Card,East Stephaniestad,12,Tuesday
2025-07-08,Internet,Bills,435.49,Cash,Lake Evan,7,Tuesday
2025-10-21,Netflix,Entertainment,4155.73,Cash,West Amanda,10,Tuesday
2025-04-08,Mobile Recharge,Bills,366.55,Credit Card,New Susanhaven,4,Tuesday
2026-01-08,Movie,Entertainment,300.04,Credit Card,Gonzalezborough,1,Thursday
2025-12-08,Amazon,Shopping,2822.03,Debit Card,West Jennifer,12,Monday
2025-12-13,Movie,Entertainment,4917.71,UPI,West Billy,12,Saturday
2025-11-08,Metro,Travel,819.17,Debit Card,Campbellchester,11,Saturday
2025-05-09,Mall,Shopping,689.52,UPI,Haneyberg,5,Friday
2025-07-01,Netflix,Entertainment,4392.93,UPI,Baileymouth,7,Tuesday
2025-03-25,Spotify,Entertainment,3869.12,Debit Card,West Craig,3,Tuesday
2025-04-03,Internet,Bills,2835.16,Debit Card,Wardville,4,Thursday
2025-07-30,Restaurant,Food,2145.17,UPI,Evansfort,7,Wednesday
2025-06-29,Cafe,Food,3084.4,Credit Card,West Ernest,6,Sunday
2026-01-26,Ola,Travel,3118.45,UPI,Charlesshire,1,Monday
2025-03-12,Uber,Travel,1249.79,Debit Card,New Nicholasmouth,3,Wednesday
2025-12-26,Amazon,Shopping,944.98,Credit Card,North Danielfurt,12,Friday
2025-10-03,Flight,Travel,3150.39,Cash,Walkerberg,10,Friday
2025-11-02,Uber,Travel,324.75,Cash,Wrightfurt,11,Sunday
2025-08-14,Mall,Shopping,421.34,UPI,North Austin,8,Thursday
2026-02-07,Restaurant,Food,703.29,Cash,Glassport,2,Saturday
2025-09-07,Flipkart,Shopping,497.47,Cash,Port Carol,9,Sunday
2026-01-31,Swiggy,Food,129.44,UPI,North Ronaldland,1,Saturday
2025-10-24,Cafe,Food,442.36,UPI,North Frankmouth,10,Friday
2025-09-09,Metro,Travel,1483.84,Credit Card,Castanedashire,9,Tuesday
2025-10-11,Movie,Entertainment,1790.14,Debit Card,Campbellbury,10,Saturday
2025-03-24,Flipkart,Shopping,752.9,Debit Card,Lake Jodi,3,Monday
2026-01-05,Internet,Bills,4572.93,Cash,Port Kevinshire,1,Monday
