Date,Description,Category,Amount,Payment_Mode,Location
2025-08-13,Electricity Bill,Bills,2302.38,UPI,Delhi
2025-05-10,Mobile Recharge,Bills,807.81,UPI,Hyderabad
2025-06-01,Electricity Bill,Bills,1227.93,Cash,Delhi
2025-07-17,Metro,Travel,2425.87,Cash,Bangalore
2025-07-03,Swiggy,Food,3200.77,Credit Card,Delhi
2026-02-11,Spotify,Entertainment,346.61,Credit Card,Delhi
2025-05-14,Mall,Shopping,825.93,Debit Card,Bangalore
2025-10-02,Flipkart,Shopping,2039.46,UPI,Bangalore
2025-09-30,Spotify,Entertainment,4443.75,Cash,Pune
2025-10-28,Mobile Recharge,Bills,592.28,Cash,Hyderabad
2025-08-21,Flipkart,Shopping,4728.47,Credit Card,Delhi
2025-08-31,Movie Ticket,Entertainment,3338.84,Debit Card,Bangalore
2025-11-23,Netflix,Entertainment,602.93,Debit Card,Delhi
2025-12-28,Movie Ticket,Entertainment,477.58,UPI,Chennai
2025-11-20,Spotify,Entertainment,3196.82,Cash,Hyderabad
2026-02-25,Spotify,Entertainment,68.1,Credit Card,Hyderabad
2025-10-29,Internet Bill,Bills,487.15,Cash,Hyderabad
2025-09-25,Electricity Bill,Bills,2611.73,Debit Card,Bangalore
2025-04-23,Metro,Travel,3269.22,Debit Card,Pune
2026-02-19,Flipkart,Shopping,4597.54,Debit Card,Delhi
2026-02-09,Restaurant,Food,230.25,Debit Card,Delhi
2025-07-12,Cafe,Food,1144.03,Cash,Mumbai
2026-03-08,Movie Ticket,Entertainment,2513.08,Debit Card,Bangalore
2025-07-04,Cafe,Food,2895.02,Debit Card,Mumbai
2025-10-30,Internet Bill,Bills,4321.05,Debit Card,Chennai
2025-09-24,Electricity Bill,Bills,1132.08,Debit Card,Chennai
2026-02-17,Movie Ticket,Entertainment,2451.79,UPI,Delhi
2025-09-14,Flipkart,Shopping,2252.88,Cash,Mumbai
2025-08-24,Uber,Travel,1220.78,Credit Card,Chennai
2025-09-11,Uber,Travel,3787.11,Cash,Hyderabad
2025-11-09,Mobile Recharge,Bills,4297.82,Cash,Bangalore
2025-09-24,Netflix,Entertainment,1153.47,UPI,Hyderabad
2025-10-12,Netflix,Entertainment,3902.99,Debit Card,Delhi
2025-04-08,Spotify,Entertainment,1697.6,Debit Card,Kolkata
2025-10-24,Internet Bill,Bills,1271.75,Credit Card,Delhi
2025-08-17,Mall,Shopping,2943.56,Credit Card,Pune
2025-12-22,Internet Bill,Bills,3092.6,Credit Card,Delhi
2025-10-04,Flipkart,Shopping,4182.39,Cash,Mumbai
2025-12-01,Flipkart,Shopping,434.22,Cash,Kolkata
2025-11-22,Mall,Shopping,1566.36,Credit Card,Delhi
2025-10-10,Mall,Shopping,2546.39,UPI,Delhi
2026-03-09,Amazon,Shopping,1234.4,UPI,Mumbai
2025-09-09,Spotify,Entertainment,1396.68,Cash,Pune
2025-11-06,Electricity Bill,Bills,723.23,UPI,Hyderabad
2025-11-21,Electricity Bill,Bills,1180.45,Credit Card,Hyderabad
2025-05-17,Mall,Shopping,3276.67,UPI,Mumbai
2025-09-16,Spotify,Entertainment,1954.1,Credit Card,Kolkata
2025-07-22,Movie Ticket,Entertainment,3411.81,Credit Card,Chennai
2025-12-06,Mobile Recharge,Bills,3776.53,Cash,Delhi
2025-06-02,Uber,Travel,2608.27,UPI,Bangalore
2025-06-29,Netflix,Entertainment,2203.31,Credit Card,Bangalore
2025-10-02,Netflix,Entertainment,3176.34,UPI,Chennai
2025-08-06,Metro,Travel,2238.13,Cash,Kolkata
2026-01-26,Flipkart,Shopping,280.88,Cash,Kolkata
2025-10-07,Spotify,Entertainment,4269.23,Cash,Mumbai
2025-08-10,Flipkart,Shopping,1436.0,Credit Card,Mumbai
2025-04-13,Zomato,Food,2839.72,Credit Card,Chennai
2025-07-30,Netflix,Entertainment,4123.09,Credit Card,Mumbai
2025-12-07,Flight,Travel,301.19,UPI,Chennai
2025-07-22,Restaurant,Food,934.13,Debit Card,Delhi
2025-10-28,Restaurant,Food,411.38,Credit Card,Delhi
2025-07-05,Netflix,Entertainment,1894.04,UPI,Kolkata
2025-12-16,Electricity Bill,Bills,2755.76,Cash,Chennai
2026-02-16,Flipkart,Shopping,612.48,Credit Card,Bangalore
2025-11-19,Flight,Travel,4775.85,Debit Card,Delhi
2026-02-26,Restaurant,Food,4575.32,Debit Card,Chennai
2026-02-19,Electricity Bill,Bills,4910.11,UPI,Bangalore
2025-05-13,Flipkart,Shopping,3180.09,Cash,Mumbai
2025-09-06,Zomato,Food,869.27,Debit Card,Pune
2025-09-28,Internet Bill,Bills,4940.72,Cash,Pune
2025-03-11,Amazon,Shopping,2517.58,Cash,Kolkata
2025-12-28,Metro,Travel,794.73,Credit Card,Bangalore
2025-04-30,Mall,Shopping,2612.22,UPI,Chennai
2025-06-10,Mall,Shopping,3345.69,Cash,Pune
2026-01-23,Spotify,Entertainment,2597.21,Debit Card,Kolkata
2025-12-02,Mall,Shopping,1283.05,Debit Card,Bangalore
2025-03-25,Flight,Travel,1145.74,Cash,Chennai
2025-05-30,Zomato,Food,2130.82,Credit Card,Hyderabad
2025-04-16,Mall,Shopping,176.87,Cash,Mumbai
2025-07-11,Mobile Recharge,Bills,3218.34,Debit Card,Mumbai
2025-06-13,Ola,Travel,1542.01,Cash,Mumbai
2025-10-15,Movie Ticket,Entertainment,322.49,Cash,Chennai
2026-02-21,Movie Ticket,Entertainment,1586.22,Cash,Delhi
2025-09-12,Flight,Travel,3255.47,UPI,Kolkata
2025-07-15,Restaurant,Food,4284.45,Credit Card,Hyderabad
2025-04-20,Amazon,Shopping,1871.12,Debit Card,Delhi
2025-06-12,Mall,Shopping,3764.16,UPI,Chennai
2025-08-20,Metro,Travel,4069.71,UPI,Mumbai
2025-06-01,Uber,Travel,3726.8,Debit Card,Kolkata
2025-05-20,Restaurant,Food,3230.97,Credit Card,Chennai
2025-10-16,Spotify,Entertainment,4663.13,Cash,Kolkata
2025-12-24,Zomato,Food,115.03,UPI,Chennai
2025-04-28,Internet Bill,Bills,1006.13,UPI,Kolkata
2025-09-10,Zomato,Food,585.01,Debit Card,Chennai
2025-10-05,Metro,Travel,1210.73,Credit Card,Mumbai
2025-08-24,Electricity Bill,Bills,387.96,Debit Card,Chennai
2025-11-02,Internet Bill,Bills,2779.2,UPI,Hyderabad
2025-12-31,Netflix,Entertainment,4187.93,Debit Card,Chennai
2025-12-06,Metro,Travel,2564.08,UPI,Kolkata
2025-06-23,Mobile Recharge,Bills,3639.31,UPI,Pune
2025-09-10,Flipkart,Shopping,395.18,UPI,Mumbai
2025-10-20,Spotify,Entertainment,1918.43,Debit Card,Delhi
2025-08-30,Ola,Travel,4799.23,Credit Card,Delhi
2025-09-11,Electricity Bill,Bills,1953.24,UPI,Bangalore
2025-10-03,Spotify,Entertainment,3961.26,Cash,Mumbai
2026-02-08,Internet Bill,Bills,4032.74,Debit Card,Bangalore
2025-09-03,Spotify,Entertainment,2449.84,Cash,Kolkata
2025-09-18,Mobile Recharge,Bills,4457.86,Cash,Mumbai
2025-12-29,Flight,Travel,2867.25,Debit Card,Pune
2025-05-16,Swiggy,Food,3557.74,Cash,Mumbai
2026-03-03,Flipkart,Shopping,4441.54,Debit Card,Chennai
2025-05-25,Zomato,Food,1704.28,Credit Card,Chennai
2025-10-18,Flipkart,Shopping,4106.84,Debit Card,Hyderabad
2025-03-13,Mall,Shopping,4241.83,Cash,Bangalore
2025-03-13,Mall,Shopping,4012.75,Credit Card,Pune
2025-08-07,Mobile Recharge,Bills,3707.12,Cash,Kolkata
2025-05-02,Mobile Recharge,Bills,551.61,Cash,Kolkata
2025-05-19,Internet Bill,Bills,664.42,Cash,Kolkata
2025-07-01,Swiggy,Food,143.75,Credit Card,Pune
2025-09-23,Netflix,Entertainment,698.42,Credit Card,Mumbai
2025-10-01,Cafe,Food,4468.02,Debit Card,Delhi
2025-05-01,Netflix,Entertainment,4519.47,UPI,Chennai
2025-09-04,Flight,Travel,3548.34,UPI,Bangalore
2025-11-28,Flight,Travel,2590.53,UPI,Hyderabad
2025-09-06,Uber,Travel,2936.25,Cash,Hyderabad
2025-12-25,Internet Bill,Bills,2405.7,Credit Card,Kolkata
2025-12-24,Zomato,Food,4902.11,Credit Card,Pune
2025-07-03,Electricity Bill,Bills,1894.68,Credit Card,Bangalore
2025-05-05,Electricity Bill,Bills,1823.63,Debit Card,Kolkata
2025-04-10,Internet Bill,Bills,2197.85,Cash,Mumbai
2025-06-23,Amazon,Shopping,3844.15,UPI,Delhi
2026-01-05,Mobile Recharge,Bills,533.48,Cash,Delhi
2025-10-31,Restaurant,Food,3128.77,Cash,Bangalore
2025-12-24,Netflix,Entertainment,2024.63,UPI,Hyderabad
2026-02-20,Netflix,Entertainment,2938.88,UPI,Bangalore
2025-07-05,Zomato,Food,4607.08,Cash,Chennai
2025-07-05,Flipkart,Shopping,1244.96,Cash,Mumbai
2025-10-28,Zomato,Food,988.91,UPI,Kolkata
2025-05-25,Netflix,Entertainment,623.52,Debit Card,Pune
2025-04-19,Mobile Recharge,Bills,4085.21,Cash,Hyderabad
2025-12-17,Flight,Travel,488.71,Debit Card,Bangalore
2025-04-09,Electricity Bill,Bills,4221.48,UPI,Hyderabad
2025-11-28,Flight,Travel,737.72,Cash,Kolkata
2025-03-30,Movie Ticket,Entertainment,3957.98,UPI,Mumbai
2025-07-08,Amazon,Shopping,3357.44,Credit Card,Kolkata
2025-09-22,Mobile Recharge,Bills,3132.03,Cash,Mumbai
2025-09-30,Metro,Travel,1859.75,Cash,Bangalore
2025-11-03,Restaurant,Food,4224.98,Credit Card,Pune
2025-08-28,Uber,Travel,2336.05,Cash,Kolkata
2025-03-29,Spotify,Entertainment,3226.53,Debit Card,Hyderabad
2025-09-15,Swiggy,Food,1874.12,UPI,Bangalore
2026-01-07,Flipkart,Shopping,2863.38,Cash,Hyderabad
2025-09-19,Internet Bill,Bills,4196.48,UPI,Mumbai
2026-01-03,Electricity Bill,Bills,4244.73,Credit Card,Chennai
2026-01-31,Mall,Shopping,1369.15,Credit Card,Mumbai
2025-03-29,Zomato,Food,652.11,Cash,Bangalore
2025-09-03,Spotify,Entertainment,2593.43,Cash,Kolkata
2025-08-17,Mobile Recharge,Bills,1968.69,UPI,Kolkata
2026-01-01,Spotify,Entertainment,1100.03,Debit Card,Mumbai
2025-10-08,Ola,Travel,438.55,Credit Card,Kolkata
2025-04-05,Mall,Shopping,2033.94,Cash,Pune
2025-05-13,Amazon,Shopping,463.52,Debit Card,Pune
2025-07-06,Internet Bill,Bills,3730.14,UPI,Mumbai
2025-10-29,Cafe,Food,963.26,UPI,Hyderabad
2025-05-14,Movie Ticket,Entertainment,1924.99,UPI,Mumbai
2025-04-17,Internet Bill,Bills,4152.38,Credit Card,Bangalore
2026-03-02,Mall,Shopping,356.42,Credit Card,Kolkata
2025-06-29,Flipkart,Shopping,3960.67,Debit Card,Bangalore
2025-11-03,Spotify,Entertainment,4423.36,UPI,Bangalore
2025-10-15,Netflix,Entertainment,1546.27,Cash,Hyderabad
2025-09-16,Mobile Recharge,Bills,1510.73,Debit Card,Delhi
2025-12-31,Metro,Travel,3855.39,Debit Card,Chennai
2025-12-01,Electricity Bill,Bills,4555.86,Cash,Delhi
2025-10-09,Cafe,Food,1609.13,Credit Card,Chennai
2025-04-18,Metro,Travel,1013.97,UPI,Hyderabad
2026-02-11,Metro,Travel,4230.23,Cash,Pune
2025-12-18,Cafe,Food,1747.12,UPI,Mumbai
2026-01-14,Flipkart,Shopping,600.69,UPI,Delhi
2026-01-02,Restaurant,Food,3090.68,UPI,Kolkata
2025-12-16,Swiggy,Food,3088.76,Credit Card,Chennai
2026-01-05,Internet Bill,Bills,504.01,Credit Card,Kolkata
2025-11-30,Mall,Shopping,4736.64,UPI,Bangalore
2025-05-28,Flipkart,Shopping,2709.69,Debit Card,Pune
2026-02-03,Flipkart,Shopping,3359.05,UPI,Kolkata
2025-12-02,Uber,Travel,3476.98,Credit Card,Hyderabad
2025-11-23,Zomato,Food,2043.46,UPI,Delhi
2025-03-19,Restaurant,Food,87.18,Debit Card,Pune
2025-03-19,Mall,Shopping,3698.03,Credit Card,Hyderabad
2025-03-21,Swiggy,Food,4124.28,UPI,Pune
2025-09-13,Ola,Travel,4929.08,Cash,Pune
2026-01-05,Flipkart,Shopping,1577.54,Cash,Chennai
2026-01-06,Flight,Travel,926.0,Cash,Pune
2025-05-02,Movie Ticket,Entertainment,1332.91,UPI,Delhi
2025-10-18,Spotify,Entertainment,767.26,Cash,Kolkata
2025-03-18,Mall,Shopping,927.79,Debit Card,Hyderabad
2025-03-20,Uber,Travel,4559.73,UPI,Pune
2025-10-12,Electricity Bill,Bills,3821.37,Debit Card,Kolkata
2026-01-21,Flipkart,Shopping,2189.1,Debit Card,Delhi
2025-04-04,Flipkart,Shopping,1637.45,Cash,Pune
2026-02-08,Swiggy,Food,4433.56,Cash,Hyderabad
2025-11-21,Uber,Travel,2047.27,UPI,Pune
2025-08-08,Mall,Shopping,2273.93,Credit Card,Pune
2025-03-11,Mall,Shopping,495.82,Debit Card,Hyderabad
2025-08-03,Electricity Bill,Bills,3304.42,Cash,Kolkata
2026-01-18,Netflix,Entertainment,1382.04,Debit Card,Bangalore
2025-12-13,Netflix,Entertainment,2542.6,Cash,Kolkata
2025-12-20,Mall,Shopping,966.07,Debit Card,Pune
2025-03-15,Electricity Bill,Bills,700.52,UPI,Chennai
2026-02-07,Flight,Travel,3000.52,Debit Card,Mumbai
2026-01-14,Flight,Travel,4899.05,Debit Card,Chennai
2026-02-08,Netflix,Entertainment,3471.7,Debit Card,Kolkata
2026-01-26,Cafe,Food,2272.3,Credit Card,Kolkata
2025-08-06,Mobile Recharge,Bills,4500.2,UPI,Kolkata
2026-03-01,Flipkart,Shopping,723.15,Credit Card,Mumbai
2025-11-19,Metro,Travel,138.96,Credit Card,Delhi
2026-02-07,Swiggy,Food,3405.64,Debit Card,Mumbai
2026-01-22,Mobile Recharge,Bills,1852.57,Cash,Bangalore
2025-06-05,Restaurant,Food,3722.88,UPI,Delhi
2025-12-16,Flight,Travel,3704.55,Debit Card,Bangalore
2025-12-16,Mobile Recharge,Bills,2963.29,Debit Card,Kolkata
2025-10-14,Internet Bill,Bills,749.25,UPI,Chennai
2025-04-04,Amazon,Shopping,2920.16,Debit Card,Chennai
2025-08-31,Netflix,Entertainment,3758.04,Credit Card,Bangalore
2025-06-30,Spotify,Entertainment,2987.68,Cash,Pune
2025-06-07,Amazon,Shopping,3180.34,Cash,Kolkata
2025-10-28,Amazon,Shopping,4256.63,Debit Card,Kolkata
2025-11-25,Electricity Bill,Bills,4035.1,UPI,Chennai
2026-02-01,Metro,Travel,2362.77,Credit Card,Bangalore
2025-03-10,Amazon,Shopping,3934.7,Credit Card,Bangalore
2025-08-18,Cafe,Food,254.24,Credit Card,Chennai
2025-05-19,Flight,Travel,2299.81,Debit Card,Bangalore
2025-11-19,Zomato,Food,193.58,UPI,Bangalore
2025-09-27,Restaurant,Food,3306.61,UPI,Chennai
2025-11-09,Movie Ticket,Entertainment,4631.13,Cash,Hyderabad
2025-03-31,Zomato,Food,2540.89,Debit Card,Pune
2025-07-20,Mobile Recharge,Bills,3272.98,Credit Card,Hyderabad
2026-01-22,Netflix,Entertainment,3229.44,Cash,Pune
2025-10-08,Mobile Recharge,Bills,4573.03,Cash,Mumbai
2025-05-18,Electricity Bill,Bills,3213.32,Credit Card,Chennai
2025-07-21,Flight,Travel,985.33,Debit Card,Mumbai
2026-01-12,Spotify,Entertainment,3160.49,UPI,Pune
2025-12-27,Netflix,Entertainment,2879.78,Debit Card,Bangalore
2025-03-26,Spotify,Entertainment,2074.98,Debit Card,Hyderabad
2025-10-15,Electricity Bill,Bills,2893.12,Cash,Hyderabad
2025-03-26,Restaurant,Food,4545.08,UPI,Hyderabad
2025-11-04,Internet Bill,Bills,2902.6,Cash,Hyderabad
2025-10-26,Flight,Travel,2092.11,Debit Card,Pune
2025-07-11,Mobile Recharge,Bills,1117.38,UPI,Bangalore
2025-05-08,Mall,Shopping,1123.63,Cash,Pune
2025-05-24,Netflix,Entertainment,4815.44,Cash,Chennai
2025-08-28,Internet Bill,Bills,1604.84,Cash,Hyderabad
2025-05-29,Mall,Shopping,4153.85,UPI,Mumbai
2025-06-02,Swiggy,Food,3850.62,Debit Card,Hyderabad
2025-10-30,Spotify,Entertainment,3741.39,Cash,Mumbai
2026-01-04,Flight,Travel,4709.53,UPI,Delhi
2025-08-17,Swiggy,Food,4545.47,Credit Card,Delhi
2025-05-30,Mobile Recharge,Bills,279.04,Debit Card,Kolkata
2025-12-09,Mall,Shopping,4253.13,Debit Card,Bangalore
2025-10-12,Amazon,Shopping,4462.61,UPI,Hyderabad
2025-11-10,Mall,Shopping,1226.69,Debit Card,Delhi
2025-05-25,Netflix,Entertainment,2804.69,Debit Card,Kolkata
2025-08-05,Mall,Shopping,4216.35,Credit Card,Chennai
2025-12-21,Mobile Recharge,Bills,3716.34,Cash,Mumbai
2025-05-12,Flight,Travel,3738.05,Credit Card,Delhi
2026-03-03,Flipkart,Shopping,2621.28,UPI,Hyderabad
2025-03-24,Flipkart,Shopping,885.69,Credit Card,Pune
2025-04-26,Uber,Travel,4962.52,Debit Card,Mumbai
2025-04-18,Mall,Shopping,2390.05,Credit Card,Mumbai
2025-09-04,Cafe,Food,3861.09,Credit Card,Bangalore
2026-02-07,Mobile Recharge,Bills,4672.46,Credit Card,Chennai
2025-09-01,Restaurant,Food,2212.6,UPI,Delhi
2025-07-09,Mall,Shopping,2417.0,Cash,Hyderabad
2025-03-20,Netflix,Entertainment,257.78,UPI,Delhi
2025-09-05,Swiggy,Food,1563.24,Credit Card,Kolkata
2026-03-06,Restaurant,Food,4745.91,Debit Card,Bangalore
2025-10-17,Restaurant,Food,1941.42,Credit Card,Kolkata
2026-02-14,Cafe,Food,4894.32,Cash,Delhi
2025-04-28,Swiggy,Food,3184.88,Debit Card,Hyderabad
2025-07-05,Movie Ticket,Entertainment,3531.18,Cash,Chennai
2025-08-02,Swiggy,Food,3349.19,Cash,Mumbai
2026-02-09,Mall,Shopping,890.18,UPI,Chennai
2025-09-12,Zomato,Food,1134.73,Credit Card,Hyderabad
2025-09-18,Zomato,Food,2661.62,Credit Card,Mumbai
2025-03-21,Amazon,Shopping,3519.6,Debit Card,Delhi
2025-04-25,Internet Bill,Bills,2474.44,Debit Card,Bangalore
2025-06-10,Metro,Travel,3023.3,Debit Card,Kolkata
2025-05-15,Mobile Recharge,Bills,2776.26,Debit Card,Kolkata
2025-07-17,Netflix,Entertainment,2879.18,Debit Card,Bangalore
2025-08-05,Zomato,Food,3480.1,Credit Card,Pune
2025-07-20,Ola,Travel,1655.12,Cash,Chennai
2025-05-12,Mall,Shopping,2155.82,Cash,Chennai
2025-06-02,Zomato,Food,2883.27,UPI,Kolkata
2025-03-19,Mall,Shopping,2986.07,Cash,Kolkata
2025-07-16,Movie Ticket,Entertainment,912.76,UPI,Chennai
2025-08-07,Movie Ticket,Entertainment,1308.56,Credit Card,Kolkata
2026-02-28,Amazon,Shopping,3851.15,Debit Card,Delhi
2026-01-04,Uber,Travel,2442.12,UPI,Pune
2025-05-08,Netflix,Entertainment,2746.66,Credit Card,Chennai
2025-06-24,Zomato,Food,2120.67,Credit Card,Chennai
2025-06-15,Zomato,Food,1879.55,Credit Card,Pune
2025-09-26,Mall,Shopping,1414.82,UPI,Mumbai
2025-04-24,Internet Bill,Bills,4589.28,Debit Card,Bangalore
2025-05-13,Flipkart,Shopping,2778.96,Debit Card,Delhi
2025-08-29,Flipkart,Shopping,3421.15,UPI,Kolkata
2025-03-14,Cafe,Food,723.95,Credit Card,Pune
2025-03-23,Metro,Travel,615.13,Debit Card,Chennai
2025-06-09,Netflix,Entertainment,285.77,Credit Card,Pune
2025-06-03,Mobile Recharge,Bills,116.85,UPI,Mumbai
2025-04-23,Restaurant,Food,3091.31,Credit Card,Kolkata
2025-03-15,Internet Bill,Bills,4025.65,UPI,Bangalore
2025-09-25,Spotify,Entertainment,4965.67,Cash,Delhi
2026-01-03,Spotify,Entertainment,4782.25,Credit Card,Delhi
2025-03-18,Cafe,Food,1375.18,Cash,Mumbai
2025-09-25,Mobile Recharge,Bills,4659.17,Debit Card,Chennai
2025-09-23,Restaurant,Food,1971.27,UPI,Delhi
2025-04-19,Restaurant,Food,2887.85,Cash,Delhi
2026-01-20,Metro,Travel,4945.88,Credit Card,Pune
2026-01-31,Spotify,Entertainment,1628.67,Credit Card,Kolkata
2025-06-13,Spotify,Entertainment,2097.46,Cash,Bangalore
2025-06-25,Electricity Bill,Bills,2402.23,Debit Card,Mumbai
2026-01-29,Flipkart,Shopping,638.3,Credit Card,Chennai
2025-09-02,Movie Ticket,Entertainment,4178.88,Debit Card,Chennai
2025-03-25,Zomato,Food,1636.42,Debit Card,Pune
2026-01-23,Swiggy,Food,2358.57,Cash,Chennai
2025-10-09,Swiggy,Food,3855.87,Debit Card,Mumbai
2025-09-29,Flipkart,Shopping,1056.66,Debit Card,Hyderabad
2025-09-03,Cafe,Food,3848.94,UPI,Hyderabad
2025-03-09,Flipkart,Shopping,3820.28,Credit Card,Pune
2025-09-22,Metro,Travel,4326.53,Cash,Pune
2026-01-22,Netflix,Entertainment,2142.04,UPI,Hyderabad
2025-11-29,Flight,Travel,3494.92,Cash,Pune
2025-12-02,Flight,Travel,4399.64,Credit Card,Bangalore
2026-02-15,Flight,Travel,1601.12,Cash,Chennai
2026-01-05,Electricity Bill,Bills,2325.81,UPI,Bangalore
2025-05-03,Amazon,Shopping,3923.76,UPI,Mumbai
2025-04-27,Movie Ticket,Entertainment,4504.86,Credit Card,Kolkata
2025-10-19,Uber,Travel,2215.7,Debit Card,Delhi
2026-01-30,Cafe,Food,3210.78,Cash,Hyderabad
2025-10-17,Cafe,Food,4986.66,Credit Card,Bangalore
2025-09-08,Flight,Travel,1477.63,Credit Card,Hyderabad
2026-02-25,Flight,Travel,2356.37,Credit Card,Chennai
2025-08-22,Uber,Travel,1328.8,Cash,Bangalore
2025-05-28,Zomato,Food,1799.06,Cash,Bangalore
2025-05-19,Zomato,Food,3214.4,Credit Card,Delhi
2026-01-31,Swiggy,Food,3197.0,Credit Card,Delhi
2025-05-25,Spotify,Entertainment,1858.46,Cash,Hyderabad
2025-12-01,Internet Bill,Bills,4361.8,UPI,Pune
2025-03-22,Internet Bill,Bills,1879.66,UPI,Pune
2025-03-17,Mall,Shopping,1401.13,Credit Card,Kolkata
2025-10-29,Netflix,Entertainment,436.42,Credit Card,Pune
2026-02-09,Flight,Travel,1284.26,Debit Card,Pune
2025-12-29,Swiggy,Food,1844.74,Cash,Chennai
2026-01-18,Ola,Travel,393.64,UPI,Bangalore
2025-03-24,Movie Ticket,Entertainment,2832.86,Credit Card,Hyderabad
2025-09-15,Uber,Travel,2232.75,Credit Card,Kolkata
2025-11-13,Swiggy,Food,4932.93,Cash,Chennai
2025-08-09,Internet Bill,Bills,3771.7,Debit Card,Mumbai
2025-05-09,Metro,Travel,895.38,UPI,Hyderabad
2025-07-10,Netflix,Entertainment,4818.49,Debit Card,Hyderabad
2025-12-06,Movie Ticket,Entertainment,3340.39,Debit Card,Bangalore
2026-02-25,Cafe,Food,2318.97,Debit Card,Pune
2025-12-19,Metro,Travel,763.74,Cash,Kolkata
2025-11-09,Uber,Travel,810.14,Cash,Kolkata
2026-01-24,Electricity Bill,Bills,862.39,UPI,Delhi
2026-01-23,Internet Bill,Bills,1381.77,Cash,Bangalore
2025-06-14,Spotify,Entertainment,1137.56,UPI,Pune
2026-03-08,Movie Ticket,Entertainment,1860.29,Debit Card,Bangalore
2025-12-27,Spotify,Entertainment,4625.73,Debit Card,Delhi
2026-02-20,Flipkart,Shopping,3996.68,Cash,Chennai
2025-08-08,Metro,Travel,4556.97,Cash,Delhi
2026-01-12,Amazon,Shopping,456.94,Credit Card,Pune
2025-12-27,Cafe,Food,2775.2,UPI,Kolkata
2025-11-16,Mall,Shopping,2126.48,Cash,Kolkata
2025-07-30,Spotify,Entertainment,4032.98,UPI,Delhi
2025-07-12,Mall,Shopping,1931.95,UPI,Mumbai
2025-10-02,Mall,Shopping,1967.26,UPI,Kolkata
2026-02-17,Internet Bill,Bills,2763.65,Debit Card,Pune
2026-02-28,Netflix,Entertainment,664.08,UPI,Bangalore
2025-04-13,Cafe,Food,4815.85,Cash,Delhi
2026-01-26,Mall,Shopping,741.51,Debit Card,Bangalore
2025-04-12,Flight,Travel,896.77,UPI,Chennai
2025-04-17,Internet Bill,Bills,723.04,Cash,Kolkata
2025-04-26,Mall,Shopping,4674.82,Cash,Mumbai
2026-02-18,Mall,Shopping,3166.45,Cash,Bangalore
2025-08-30,Mall,Shopping,992.54,UPI,Bangalore
2025-05-28,Netflix,Entertainment,234.94,Debit Card,Hyderabad
2025-11-02,Mall,Shopping,2901.41,Credit Card,Bangalore
2025-09-23,Zomato,Food,2637.83,Credit Card,Delhi
2025-05-25,Electricity Bill,Bills,1810.44,Cash,Delhi
2025-12-04,Amazon,Shopping,2111.14,UPI,Bangalore
2025-11-10,Spotify,Entertainment,541.67,Cash,Mumbai
2025-05-02,Flipkart,Shopping,4037.73,Cash,Delhi
2025-08-15,Netflix,Entertainment,3663.27,Debit Card,Bangalore
2025-07-28,Uber,Travel,2903.39,Credit Card,Kolkata
2025-09-08,Amazon,Shopping,3342.62,Debit Card,Delhi
2025-03-15,Cafe,Food,166.74,Debit Card,Hyderabad
2025-11-03,Mobile Recharge,Bills,1151.43,Debit Card,Chennai
2025-04-23,Cafe,Food,573.59,Debit Card,Delhi
2026-02-15,Ola,Travel,2644.95,Cash,Bangalore
2025-05-08,Flipkart,Shopping,2137.51,UPI,Delhi
2026-01-27,Electricity Bill,Bills,1769.19,UPI,Mumbai
2025-07-24,Cafe,Food,3855.02,Credit Card,Chennai
2025-09-29,Flipkart,Shopping,4865.22,Credit Card,Bangalore
2026-01-16,Spotify,Entertainment,1274.35,Credit Card,Kolkata
2025-07-11,Spotify,Entertainment,106.08,Debit Card,Pune
2025-11-08,Netflix,Entertainment,4778.69,UPI,Pune
2025-08-17,Metro,Travel,1278.44,UPI,Kolkata
2025-12-17,Zomato,Food,3153.2,Debit Card,Kolkata
2025-12-24,Electricity Bill,Bills,558.94,Debit Card,Bangalore
2025-09-02,Flipkart,Shopping,3289.76,Debit Card,Kolkata
2026-02-04,Spotify,Entertainment,2749.24,Credit Card,Bangalore
2025-07-20,Metro,Travel,580.23,Cash,Kolkata
2026-01-30,Metro,Travel,1577.29,Credit Card,Pune
2025-12-22,Flipkart,Shopping,4496.68,Credit Card,Pune
2025-05-31,Mobile Recharge,Bills,1376.9,Credit Card,Hyderabad
2026-01-25,Uber,Travel,3183.64,Credit Card,Delhi
2025-07-13,Swiggy,Food,4081.02,Cash,Delhi
2026-02-12,Movie Ticket,Entertainment,1156.24,Cash,Chennai
2025-06-27,Mobile Recharge,Bills,630.68,Cash,Chennai
2025-10-19,Metro,Travel,2275.31,UPI,Hyderabad
2025-09-04,Mall,Shopping,3149.7,Cash,Mumbai
2025-12-19,Cafe,Food,1263.18,UPI,Bangalore
2025-04-11,Netflix,Entertainment,1911.47,UPI,Mumbai
2026-01-31,Spotify,Entertainment,1082.49,Cash,Pune
2025-11-06,Internet Bill,Bills,3132.91,Credit Card,Chennai
2025-11-17,Amazon,Shopping,4272.89,Credit Card,Mumbai
2025-11-25,Flipkart,Shopping,3175.67,Cash,Pune
2025-03-24,Internet Bill,Bills,3792.91,Credit Card,Bangalore
2025-10-06,Amazon,Shopping,4560.31,Credit Card,Delhi
2026-01-27,Uber,Travel,1586.14,Credit Card,Mumbai
