Date,Description,Category,Amount,Payment_Mode,Location
2026-02-06,Restaurant,Food,2804.56,Debit Card,Reyesside
2025-12-18,Restaurant,Food,1040.53,Credit Card,Palmerside
2025-04-22,Movie,Entertainment,1069.87,UPI,Jessicaside
2025-05-09,Electricity,Bills,739.41,Credit Card,East Martin
2025-10-10,Electricity,Bills,3437.24,Credit Card,Lake Amber
2025-04-19,Amazon,Shopping,1303.57,UPI,Port Frankmouth
2026-01-06,Flight,Travel,275.58,Cash,Hoganville
2026-03-02,Zomato,Food,4001.28,UPI,Kimberlyberg
2025-07-23,Flipkart,Shopping,4538.03,UPI,Walltown
2025-03-12,Internet,Bills,1539.92,Credit Card,North Michael
2025-06-06,Mall,Shopping,1465.72,UPI,Lake Elizabeth
2025-11-19,Amazon,Shopping,1420.94,Credit Card,South Davidmouth
2025-05-04,Restaurant,Food,1164.35,UPI,Kellyhaven
2025-09-09,Netflix,Entertainment,4542.74,Credit Card,Lake Jose
2025-06-20,Swiggy,Food,4477.9,Credit Card,South Amanda
2026-02-27,Movie,Entertainment,3651.69,Credit Card,Anahaven
2025-05-12,Uber,Travel,1774.99,Debit Card,South Nicholasmouth
2026-03-06,Electricity,Bills,4757.26,Debit Card,West Paige
2026-01-17,Swiggy,Food,2339.32,Credit Card,Brewerview
2025-05-28,Flight,Travel,4441.06,Credit Card,Christineborough
2025-08-17,Ola,Travel,130.51,Credit Card,Medinaton
2026-02-25,Spotify,Entertainment,1083.02,Cash,Sandraberg
2025-08-11,Mobile Recharge,Bills,2744.45,UPI,East Lindsey
2025-09-22,Uber,Travel,2305.46,UPI,Larrybury
2025-12-13,Internet,Bills,3562.46,Debit Card,Lake Jasmin
2025-03-27,Zomato,Food,3345.86,Credit Card,Gardnerchester
2026-02-21,Netflix,Entertainment,1346.17,UPI,Carlaberg
2025-04-07,Ola,Travel,4878.56,Cash,Valdezburgh
2025-10-12,Restaurant,Food,51.14,Cash,Munozstad
2025-12-30,Electricity,Bills,2785.93,Credit Card,South David
2025-09-04,Amazon,Shopping,2126.09,UPI,Johnsontown
2025-05-13,Electricity,Bills,4270.93,Credit Card,Timothyville
2025-06-01,Zomato,Food,1566.4,Cash,Lake Joseph
2025-06-20,Metro,Travel,824.65,Credit Card,South Matthew
2025-07-06,Ola,Travel,3929.99,UPI,Port Christopher
2025-09-01,Uber,Travel,3825.87,Cash,East Alejandra
2025-12-07,Netflix,Entertainment,1202.73,Debit Card,New Brenda
2025-07-06,Restaurant,Food,2308.93,Cash,East Cassandra
2025-09-26,Swiggy,Food,2571.55,Cash,Mitchellton
2025-09-11,Restaurant,Food,859.07,UPI,Roseborough
2025-12-24,Spotify,Entertainment,924.15,Cash,New David
2025-05-03,Internet,Bills,2310.33,Debit Card,South David
2025-07-06,Netflix,Entertainment,3511.51,Credit Card,Jonesbury
2025-09-26,Ola,Travel,1171.75,Debit Card,Alexanderview
2025-05-01,Amazon,Shopping,4664.12,UPI,Lake Victormouth
2025-12-22,Movie,Entertainment,1731.55,Cash,Justinshire
2025-09-01,Amazon,Shopping,1384.97,Credit Card,North Rita
2025-03-16,Mobile Recharge,Bills,2590.3,Credit Card,Port Darleneside
2025-04-23,Cafe,Food,4993.43,Debit Card,West Tiffanymouth
2026-01-06,Swiggy,Food,2183.13,Cash,Jacksonport
2026-01-13,Restaurant,Food,4187.21,UPI,Johnbury
2026-01-12,Uber,Travel,1790.71,Debit Card,Campbellfort
2025-09-19,Flight,Travel,207.08,Debit Card,Dunnville
2026-02-07,Mobile Recharge,Bills,2031.75,Debit Card,Lake David
2025-10-09,Cafe,Food,538.21,UPI,Osbornmouth
2025-08-21,Spotify,Entertainment,311.09,Cash,Lake Stacyton
2025-06-01,Amazon,Shopping,1064.29,Debit Card,Henrymouth
2025-10-27,Electricity,Bills,543.37,UPI,Stanleytown
2025-11-27,Mall,Shopping,3243.69,Cash,Kaylashire
2025-11-04,Amazon,Shopping,1542.55,UPI,West Holly
2026-01-21,Netflix,Entertainment,1580.55,Credit Card,Sarahaven
2025-06-20,Zomato,Food,1551.36,Cash,North Christopher
2025-07-31,Internet,Bills,2125.35,Credit Card,Johnsonville
2025-07-21,Netflix,Entertainment,2120.55,Credit Card,Simmonsmouth
2025-06-05,Mall,Shopping,4674.3,Credit Card,Lake Robert
2025-03-20,Restaurant,Food,413.24,UPI,Robertville
2025-05-24,Electricity,Bills,4214.23,UPI,Escobarview
2025-04-27,Netflix,Entertainment,2854.53,UPI,North Mariahborough
2025-04-16,Amazon,Shopping,4178.37,Cash,North Rebecca
2025-07-25,Electricity,Bills,4581.52,UPI,New Emily
2025-12-07,Ola,Travel,2268.03,UPI,Katieview
2026-02-05,Restaurant,Food,2832.84,Cash,Lake Peter
2025-10-31,Netflix,Entertainment,1920.67,UPI,New Andrew
2025-12-03,Flipkart,Shopping,1274.45,Debit Card,Reginaldland
2025-06-23,Internet,Bills,1367.12,Debit Card,Hahnchester
2026-02-14,Internet,Bills,565.97,Credit Card,Meredithbury
2025-03-15,Movie,Entertainment,3960.82,Cash,Caldwellfort
2025-07-03,Uber,Travel,373.7,UPI,Phylliston
2025-07-10,Uber,Travel,4027.18,Cash,Lake Yolanda
2025-08-04,Metro,Travel,4271.4,Debit Card,New Mariachester
2025-08-24,Spotify,Entertainment,979.1,Cash,West Bobby
2025-05-06,Ola,Travel,1380.42,Credit Card,Austinburgh
2025-04-07,Uber,Travel,1834.54,Credit Card,West Matthewport
2025-11-12,Flipkart,Shopping,1311.01,Cash,Samuelberg
2025-04-03,Mall,Shopping,1313.14,Debit Card,Lake Alexander
2025-11-11,Flipkart,Shopping,4470.49,UPI,Morrisonberg
2025-12-23,Movie,Entertainment,3846.06,Credit Card,North Valeriebury
2025-06-10,Cafe,Food,3373.65,Debit Card,Janetstad
2025-06-20,Netflix,Entertainment,4118.13,Cash,East William
2025-03-25,Metro,Travel,4383.52,UPI,Millerport
2025-03-15,Netflix,Entertainment,2651.85,Debit Card,South Mackenzie
2025-08-23,Restaurant,Food,4303.41,Credit Card,Jasontown
2025-08-03,Flipkart,Shopping,377.4,UPI,Taylormouth
2025-09-28,Swiggy,Food,2219.86,Debit Card,New Ray
2025-10-21,Mobile Recharge,Bills,1188.85,UPI,Edgarchester
2025-04-07,Spotify,Entertainment,908.15,UPI,New Jennifer
2025-09-13,Ola,Travel,863.67,Debit Card,Alexanderfort
2026-02-03,Movie,Entertainment,3271.29,Debit Card,Barneschester
2025-11-13,Mobile Recharge,Bills,381.84,Debit Card,West Brianhaven
2025-08-24,Flipkart,Shopping,4583.39,UPI,Jackshire
2025-11-20,Flipkart,Shopping,4940.25,Credit Card,West Bonnie
2025-11-23,Amazon,Shopping,317.45,Credit Card,Huntfort
2026-01-13,Amazon,Shopping,490.16,UPI,Branditown
2025-07-01,Flight,Travel,2839.89,UPI,Lake Timothyhaven
2025-06-03,Flipkart,Shopping,3236.37,Credit Card,West Taraton
2025-06-22,Mobile Recharge,Bills,401.42,Cash,Freymouth
2025-05-19,Flipkart,Shopping,2959.55,Debit Card,Stevensmouth
2025-04-04,Zomato,Food,3856.87,UPI,Kathytown
2025-07-23,Cafe,Food,4413.85,UPI,West Andremouth
2025-09-23,Flight,Travel,1834.26,Credit Card,Russellburgh
2025-12-04,Uber,Travel,2017.1,Cash,West Judy
2025-08-02,Movie,Entertainment,4363.2,Debit Card,Danielleburgh
2025-04-20,Internet,Bills,1066.28,UPI,New Thomas
2025-12-11,Zomato,Food,285.78,Credit Card,Andreamouth
2025-04-04,Mall,Shopping,3483.01,Cash,East Roger
2025-05-04,Electricity,Bills,3882.71,UPI,West Nicole
2026-02-04,Uber,Travel,1633.38,Credit Card,Willieside
2025-07-22,Restaurant,Food,1631.58,UPI,Kevinshire
2025-06-01,Netflix,Entertainment,253.33,Credit Card,East Kimberlymouth
2025-10-21,Amazon,Shopping,2722.72,UPI,New Joseph
2025-06-07,Mobile Recharge,Bills,1743.11,UPI,Johnborough
2025-04-15,Mobile Recharge,Bills,193.12,Debit Card,North Mirandahaven
2025-11-02,Zomato,Food,4413.63,UPI,Georgestad
2026-01-22,Ola,Travel,2244.01,UPI,East Racheltown
2025-12-08,Cafe,Food,3078.43,Debit Card,North Kathrynbury
2025-11-14,Internet,Bills,294.76,Cash,Stevensville
2025-10-08,Mobile Recharge,Bills,984.89,Cash,Lake Nancy
2025-05-22,Uber,Travel,3845.0,Cash,Waltersstad
2026-03-02,Swiggy,Food,2670.92,UPI,South Rhondafort
2026-01-17,Zomato,Food,2270.64,Debit Card,New Jason
2025-09-14,Movie,Entertainment,282.32,UPI,Byrdland
2025-09-24,Swiggy,Food,2881.36,Credit Card,Heathershire
2026-03-07,Flipkart,Shopping,2301.22,Debit Card,Nicholsside
2025-12-16,Flight,Travel,2803.86,Credit Card,East Stephaniestad
2025-07-08,Internet,Bills,435.49,Cash,Lake Evan
2025-10-21,Netflix,Entertainment,4155.73,Cash,West Amanda
2025-04-08,Mobile Recharge,Bills,366.55,Credit Card,New Susanhaven
2026-01-08,Movie,Entertainment,300.04,Credit Card,Gonzalezborough
2025-12-08,Amazon,Shopping,2822.03,Debit Card,West Jennifer
2025-12-13,Movie,Entertainment,4917.71,UPI,West Billy
2025-11-08,Metro,Travel,819.17,Debit Card,Campbellchester
2025-05-09,Mall,Shopping,689.52,UPI,Haneyberg
2025-07-01,Netflix,Entertainment,4392.93,UPI,Baileymouth
2025-03-25,Spotify,Entertainment,3869.12,Debit Card,West Craig
2025-04-03,Internet,Bills,2835.16,Debit Card,Wardville
2025-07-30,Restaurant,Food,2145.17,UPI,Evansfort
2025-06-29,Cafe,Food,3084.4,Credit Card,West Ernest
2026-01-26,Ola,Travel,3118.45,UPI,Charlesshire
2025-03-12,Uber,Travel,1249.79,Debit Card,New Nicholasmouth
2025-12-26,Amazon,Shopping,944.98,Credit Card,North Danielfurt
2025-10-03,Flight,Travel,3150.39,Cash,Walkerberg
2025-11-02,Uber,Travel,324.75,Cash,Wrightfurt
2025-08-14,Mall,Shopping,421.34,UPI,North Austin
2026-02-07,Restaurant,Food,703.29,Cash,Glassport
2025-09-07,Flipkart,Shopping,497.47,Cash,Port Carol
2026-01-31,Swiggy,Food,129.44,UPI,North Ronaldland
2025-10-24,Cafe,Food,442.36,UPI,North Frankmouth
2025-09-09,Metro,Travel,1483.84,Credit Card,Castanedashire
2025-10-11,Movie,Entertainment,1790.14,Debit Card,Campbellbury
2025-03-24,Flipkart,Shopping,752.9,Debit Card,Lake Jodi
2026-01-05,Internet,Bills,4572.93,Cash,Port Kevinshire
2025-05-22,Zomato,Food,847.47,Credit Card,West David
2025-12-28,Electricity,Bills,2439.71,UPI,Williamton
2025-06-01,Metro,Travel,3971.42,Credit Card,Lauraborough
2025-08-05,Spotify,Entertainment,3978.96,Cash,Bellmouth
2025-11-23,Mall,Shopping,4333.03,Credit Card,South Jacquelineburgh
2026-03-05,Netflix,Entertainment,167.41,Credit Card,South Bradley
2025-10-11,Flight,Travel,4152.04,Cash,Port Seth
2025-09-07,Metro,Travel,3284.52,Credit Card,Krystalburgh
2025-08-01,Restaurant,Food,1529.63,Debit Card,Owenport
2025-07-24,Spotify,Entertainment,3475.01,Debit Card,New Dorisbury
2026-01-29,Internet,Bills,86.21,Cash,Knightmouth
2025-05-09,Mobile Recharge,Bills,136.98,Cash,East Karenville
2025-05-25,Uber,Travel,2118.92,Debit Card,West Patrick
2025-04-25,Zomato,Food,1176.86,Credit Card,Port Brian
2025-06-10,Electricity,Bills,2670.99,Credit Card,Port Amber
2025-06-04,Movie,Entertainment,4693.15,Debit Card,Lake Michael
2025-12-27,Mobile Recharge,Bills,3103.61,UPI,Jonathanbury
2026-01-27,Flight,Travel,213.15,Debit Card,Lake Kyleton
2026-01-01,Swiggy,Food,4758.54,Credit Card,Stevenburgh
2025-10-14,Swiggy,Food,1319.89,Credit Card,West Cesarbury
2025-04-06,Metro,Travel,4588.43,UPI,Ashleychester
2026-03-07,Uber,Travel,4392.54,Credit Card,South Peter
2026-02-18,Internet,Bills,1546.73,Credit Card,Lake Jessemouth
2025-10-10,Metro,Travel,1538.25,Cash,Michelleberg
2025-06-25,Amazon,Shopping,151.71,Credit Card,West Karen
2026-03-07,Spotify,Entertainment,3352.24,Credit Card,Lake Paul
2025-10-22,Spotify,Entertainment,1275.21,Credit Card,Andrewsside
2026-01-12,Netflix,Entertainment,1988.47,Credit Card,South Adam
2025-05-29,Spotify,Entertainment,3708.67,UPI,Andradebury
2025-12-31,Ola,Travel,795.87,Debit Card,South Patriciatown
2025-05-01,Mall,Shopping,4702.14,Cash,Garrisonfort
2025-10-28,Swiggy,Food,3824.67,Credit Card,East Janet
2026-02-15,Spotify,Entertainment,52.15,UPI,North Robertberg
2025-09-03,Uber,Travel,1240.92,Cash,Lisaton
2025-04-05,Restaurant,Food,2719.98,Debit Card,North John
2026-02-10,Flipkart,Shopping,3615.11,Debit Card,West Nicoletown
2025-09-30,Movie,Entertainment,3176.17,Credit Card,New Haroldtown
2025-09-03,Spotify,Entertainment,2977.11,Debit Card,East Williamtown
2026-03-02,Internet,Bills,3539.62,Debit Card,Lake Thomasville
2026-02-12,Mobile Recharge,Bills,875.6,Cash,South Courtneyville
2025-08-31,Flipkart,Shopping,517.29,UPI,Port Walterport
2026-02-10,Movie,Entertainment,3819.1,Cash,Martinezburgh
2026-02-26,Uber,Travel,2376.04,Debit Card,Lorettachester
2025-06-05,Metro,Travel,121.83,Cash,Port Elizabeth
2026-01-09,Electricity,Bills,133.39,Credit Card,Christopherton
2026-02-20,Mobile Recharge,Bills,3068.85,Credit Card,Nelsonland
2025-12-06,Restaurant,Food,2848.92,Cash,Cassandraton
2025-05-24,Ola,Travel,2967.18,Debit Card,Danielchester
2025-06-25,Mall,Shopping,4807.22,UPI,Rickystad
2025-11-25,Internet,Bills,1561.83,Cash,East Emmaview
2025-06-08,Cafe,Food,3034.34,Debit Card,Lake Richardfurt
2026-02-11,Ola,Travel,2889.61,Debit Card,Yuside
2025-05-03,Electricity,Bills,2165.65,Debit Card,Brandonfort
2025-05-13,Mall,Shopping,3239.09,Debit Card,South Jimbury
2026-02-26,Metro,Travel,1134.75,Debit Card,West Nicholasport
2025-03-29,Flight,Travel,4095.71,Cash,Lake James
2026-01-11,Restaurant,Food,3843.75,Debit Card,North Johnchester
2025-07-31,Flight,Travel,4235.09,UPI,West Victorstad
2025-05-24,Mobile Recharge,Bills,4291.82,UPI,Port Michellestad
2025-03-17,Electricity,Bills,2308.34,Cash,Port Jonathanville
2025-07-03,Netflix,Entertainment,4207.88,Cash,New Ashley
2025-08-24,Metro,Travel,622.17,Debit Card,North Marymouth
2025-07-22,Cafe,Food,1958.35,Cash,New Gary
2025-08-27,Spotify,Entertainment,3604.75,UPI,Lake Thomas
2025-12-10,Flight,Travel,4261.56,UPI,Sophiafurt
2025-12-17,Zomato,Food,3225.71,Credit Card,Lake Eric
2025-03-28,Flight,Travel,3579.47,UPI,Jonesbury
2025-06-15,Ola,Travel,2570.7,Debit Card,Jodiview
2025-08-20,Flipkart,Shopping,3592.14,Credit Card,South Anthonybury
2025-12-28,Internet,Bills,1141.45,Cash,Port Roberttown
2025-08-21,Netflix,Entertainment,4923.05,UPI,Tammyborough
2025-11-25,Swiggy,Food,900.08,UPI,North Sandrahaven
2025-12-03,Netflix,Entertainment,71.23,Debit Card,Micheleshire
2025-12-10,Internet,Bills,4252.85,Credit Card,Parkmouth
2026-02-22,Mobile Recharge,Bills,241.91,Cash,Michaelshire
2026-02-27,Internet,Bills,4234.31,Debit Card,Youngmouth
2025-06-24,Zomato,Food,248.31,Debit Card,Garciafurt
2025-12-22,Movie,Entertainment,1489.76,Credit Card,Cummingsfort
2025-11-07,Swiggy,Food,3565.41,Credit Card,West Aaron
2025-07-26,Mall,Shopping,2470.11,Cash,Harriston
2025-08-08,Zomato,Food,2971.88,Cash,East Lisa
2026-03-02,Netflix,Entertainment,4241.74,Cash,South Bryan
2025-09-04,Electricity,Bills,4687.77,UPI,Port Mary
2025-05-18,Flipkart,Shopping,2382.87,Debit Card,South Denisebury
2026-01-05,Spotify,Entertainment,1409.56,Credit Card,Francismouth
2026-02-15,Ola,Travel,4842.53,UPI,Port Rogermouth
2025-04-24,Mall,Shopping,2632.99,UPI,Christianchester
2025-09-09,Zomato,Food,3794.99,Debit Card,Santiagoburgh
2025-12-22,Flipkart,Shopping,223.95,UPI,Johnstad
2026-02-11,Mobile Recharge,Bills,4090.23,Credit Card,Thomasburgh
2025-12-09,Flight,Travel,4675.41,Cash,South Christopher
2025-08-22,Netflix,Entertainment,3891.86,Cash,Samuelstad
2026-01-31,Cafe,Food,4617.42,Credit Card,Curtistown
2025-04-29,Netflix,Entertainment,2614.98,UPI,Parksbury
2025-09-07,Flight,Travel,3346.54,Credit Card,North Jacobfurt
2026-01-10,Internet,Bills,308.5,Cash,East Wendy
2025-12-04,Flipkart,Shopping,2357.66,UPI,Lake John
2025-07-10,Metro,Travel,82.78,UPI,Fisherstad
2025-12-21,Flight,Travel,2579.18,Credit Card,West Jodi
2025-11-10,Zomato,Food,2343.35,Debit Card,Harrismouth
2025-10-01,Restaurant,Food,3996.93,Debit Card,Turnerborough
2025-07-16,Uber,Travel,2812.91,Credit Card,Bassfurt
2025-06-26,Cafe,Food,2927.38,Debit Card,Johnsonville
2025-11-18,Flipkart,Shopping,657.17,Debit Card,South Jeffery
2025-05-11,Movie,Entertainment,1380.91,Credit Card,Dudleymouth
2025-05-29,Cafe,Food,4189.52,Debit Card,East Danaberg
2026-01-24,Restaurant,Food,1477.78,Credit Card,Chandlerbury
2026-03-07,Internet,Bills,3130.88,Cash,Ashleyview
2025-04-14,Mall,Shopping,3827.41,Cash,South Elizabethchester
2025-08-28,Amazon,Shopping,1610.39,UPI,New Michael
2025-03-18,Restaurant,Food,193.22,Cash,Karenland
2025-10-22,Spotify,Entertainment,2841.64,UPI,Lake Paul
2025-04-24,Movie,Entertainment,785.71,Credit Card,Martinside
2025-10-13,Cafe,Food,4326.28,Cash,Port Bonnieview
2025-09-24,Netflix,Entertainment,3427.03,Credit Card,East Bradleyville
2025-09-12,Cafe,Food,4664.02,Debit Card,North Stephen
2025-07-04,Amazon,Shopping,2357.44,Credit Card,Pattersonfurt
2025-05-21,Ola,Travel,2062.95,Cash,North Kathleen
2026-02-07,Electricity,Bills,2213.61,Credit Card,Lake Danielstad
2025-11-19,Flipkart,Shopping,1384.2,Debit Card,North James
2025-09-15,Ola,Travel,4538.77,Cash,Robertton
2025-08-10,Netflix,Entertainment,4850.41,Cash,Nataliemouth
2025-12-07,Metro,Travel,2259.2,UPI,Nicholasberg
2026-02-18,Amazon,Shopping,3900.46,Debit Card,Mirandabury
2025-07-06,Flipkart,Shopping,4095.6,Debit Card,New Ruth
2025-08-21,Spotify,Entertainment,1406.41,Credit Card,South Jasonborough
2025-11-09,Amazon,Shopping,756.22,Credit Card,Kristinaport
2026-02-17,Restaurant,Food,1719.44,Credit Card,Port Brendamouth
2025-09-11,Swiggy,Food,1423.04,Credit Card,New Emilychester
2025-08-18,Uber,Travel,4454.39,Credit Card,South Michaelton
2025-09-06,Cafe,Food,394.79,UPI,Tamiton
2025-04-11,Mall,Shopping,1891.75,UPI,Armstrongchester
2025-05-26,Flipkart,Shopping,3094.03,Credit Card,Dianahaven
2026-02-28,Amazon,Shopping,1178.71,Cash,South Jose
2025-05-01,Movie,Entertainment,2320.37,Credit Card,East Robertbury
2025-03-16,Spotify,Entertainment,890.75,Debit Card,Hunterview
2025-05-15,Swiggy,Food,226.53,UPI,New Joshuastad
2026-02-21,Movie,Entertainment,783.01,Debit Card,New Melissa
2025-10-07,Uber,Travel,407.43,Debit Card,Lake Michelleview
2025-07-22,Spotify,Entertainment,1952.58,Credit Card,East Cynthia
2025-05-24,Zomato,Food,3890.84,UPI,Port Christineside
2025-07-03,Mobile Recharge,Bills,827.9,Cash,West Andreashire
2025-09-06,Ola,Travel,3458.62,UPI,Middletonton
2025-04-14,Electricity,Bills,2324.59,Debit Card,South Anneville
2025-04-07,Amazon,Shopping,2675.14,Debit Card,New Chadmouth
2025-09-25,Mall,Shopping,3636.46,Debit Card,Jeffreystad
2025-05-12,Uber,Travel,1513.87,UPI,South Cynthia
2025-10-21,Metro,Travel,395.69,Cash,West Melanieburgh
2025-10-13,Mall,Shopping,1229.84,Debit Card,North Judy
2025-09-21,Restaurant,Food,682.5,Credit Card,Johnsonhaven
2025-07-17,Amazon,Shopping,1474.16,UPI,Breannahaven
2025-04-29,Netflix,Entertainment,2815.59,Credit Card,Joannaland
2025-11-16,Amazon,Shopping,1269.12,Cash,Dawnborough
2025-09-09,Flipkart,Shopping,2106.76,Debit Card,Vincentville
2025-10-05,Electricity,Bills,924.69,UPI,Kathrynfurt
2025-03-09,Swiggy,Food,3230.78,Debit Card,West Veronica
2025-10-06,Movie,Entertainment,4038.84,Debit Card,Michaelshire
2025-11-26,Zomato,Food,2447.61,Debit Card,Port Stephanie
2025-12-11,Uber,Travel,3074.77,UPI,East David
2026-03-06,Internet,Bills,1911.71,Credit Card,New Dustin
2025-05-03,Amazon,Shopping,2529.52,Debit Card,Ericmouth
2026-02-23,Amazon,Shopping,386.56,Credit Card,Morganstad
2026-01-17,Netflix,Entertainment,4946.39,Credit Card,Jeffreyfurt
2025-12-20,Netflix,Entertainment,3923.66,UPI,Lake Jonathan
2025-08-11,Internet,Bills,3658.69,Debit Card,Ronaldberg
2025-10-29,Electricity,Bills,1917.44,Credit Card,West Brookehaven
2025-10-29,Netflix,Entertainment,4279.22,Cash,Andrewshaven
2025-04-04,Internet,Bills,3827.27,Debit Card,Sampsonburgh
2025-12-27,Uber,Travel,2030.52,UPI,Danachester
2025-09-27,Flight,Travel,1905.75,Credit Card,Johnstad
2025-12-20,Mall,Shopping,1856.39,Cash,Brenttown
2025-07-29,Spotify,Entertainment,3604.19,Debit Card,South Brendan
2025-04-22,Internet,Bills,3702.25,Credit Card,East Tarabury
2026-01-26,Spotify,Entertainment,3847.65,Debit Card,New Aaron
2025-10-20,Movie,Entertainment,4252.52,Cash,East Rebeccaton
2025-03-12,Internet,Bills,4557.93,Credit Card,Harrisonberg
2025-10-03,Flipkart,Shopping,2378.33,UPI,Barajasburgh
2025-12-04,Amazon,Shopping,2332.44,Debit Card,New Eduardotown
2025-03-11,Movie,Entertainment,932.54,Credit Card,East Jessicaview
2025-12-30,Spotify,Entertainment,3182.54,Cash,Hayeshaven
2025-05-13,Zomato,Food,1603.55,Debit Card,Johnburgh
2025-11-20,Ola,Travel,4030.48,Debit Card,Lopezburgh
2025-11-20,Metro,Travel,4725.56,Cash,North Briannaburgh
2025-03-21,Cafe,Food,1130.29,Credit Card,Santiagoside
2025-03-30,Amazon,Shopping,4981.51,Debit Card,North Shannonbury
2025-04-02,Metro,Travel,3139.5,UPI,Medinastad
2025-12-19,Mall,Shopping,3217.48,Credit Card,North Emily
2025-03-17,Ola,Travel,2060.55,UPI,Michaeltown
2025-04-26,Cafe,Food,4281.56,Debit Card,East Bryan
2025-03-13,Restaurant,Food,289.15,Debit Card,Christianchester
2025-09-17,Electricity,Bills,2507.25,Credit Card,Joshuaberg
2025-11-26,Electricity,Bills,1559.33,UPI,Markport
2025-03-22,Cafe,Food,647.41,Cash,North Dawnchester
2025-06-17,Flipkart,Shopping,4356.83,Credit Card,Christophermouth
2025-05-11,Movie,Entertainment,4708.07,Debit Card,Port Joseph
2025-08-26,Cafe,Food,327.99,Cash,New Robertport
2025-05-21,Ola,Travel,760.39,UPI,New Amyside
2026-01-15,Zomato,Food,643.28,Credit Card,Krauseview
2025-03-19,Internet,Bills,3165.36,Debit Card,Geoffreystad
2025-05-25,Uber,Travel,4880.46,Credit Card,Richardburgh
2025-11-16,Mall,Shopping,3730.98,Credit Card,South Joshuashire
2025-08-27,Electricity,Bills,4137.16,Credit Card,Deborahshire
2025-10-12,Flipkart,Shopping,518.95,Cash,Saraville
2025-09-02,Netflix,Entertainment,1258.65,Cash,Fergusonland
2025-07-22,Movie,Entertainment,752.03,Debit Card,Lake Edwardburgh
2025-07-08,Ola,Travel,4721.41,UPI,New Jerry
2025-04-10,Mobile Recharge,Bills,3229.57,Credit Card,North Christopherburgh
2025-12-21,Electricity,Bills,3465.05,UPI,Josephberg
2025-04-08,Zomato,Food,3723.32,Credit Card,Lake Morgan
2025-09-09,Ola,Travel,3068.78,UPI,Grimesmouth
2025-07-15,Mobile Recharge,Bills,1661.96,Cash,Calhounburgh
2025-05-26,Metro,Travel,1092.83,UPI,Sarahbury
2025-11-25,Netflix,Entertainment,1593.08,UPI,Angelachester
2025-10-05,Flight,Travel,1438.01,UPI,Stacyhaven
2025-04-06,Swiggy,Food,2309.21,UPI,Martineztown
2025-12-04,Swiggy,Food,1266.37,UPI,Wilsonton
2026-02-06,Mall,Shopping,480.57,Debit Card,Gomezport
2026-01-14,Mall,Shopping,2584.05,Debit Card,Blackwellland
2025-09-19,Movie,Entertainment,3853.82,Credit Card,Colleenburgh
2025-08-29,Cafe,Food,672.03,Debit Card,Burgessville
2025-10-26,Mall,Shopping,1994.7,UPI,Andersonstad
2025-03-10,Zomato,Food,378.28,Cash,West Brettchester
2025-07-29,Amazon,Shopping,700.6,Debit Card,Bryantchester
2025-11-08,Swiggy,Food,4141.28,Debit Card,Cruzshire
2025-04-01,Ola,Travel,1337.7,Credit Card,Goodwinhaven
2026-02-05,Spotify,Entertainment,3092.44,Cash,Lauriehaven
2025-07-21,Metro,Travel,416.96,Debit Card,New Jack
2025-07-10,Flight,Travel,2821.84,Debit Card,Davidfort
2026-03-03,Mall,Shopping,1651.66,Cash,New John
2025-03-09,Zomato,Food,1744.18,Credit Card,Deleontown
2025-11-11,Flipkart,Shopping,3449.71,Credit Card,Laurenburgh
2025-06-01,Uber,Travel,2550.33,UPI,Lake Samanthaburgh
2025-05-01,Internet,Bills,4237.04,Cash,New Robertmouth
2025-10-10,Flight,Travel,3253.6,Credit Card,Cameronville
2025-04-08,Zomato,Food,1311.76,Cash,North Donald
2025-10-12,Electricity,Bills,2205.58,Cash,New Reginaton
2025-04-21,Amazon,Shopping,2848.91,Debit Card,Port Caleb
2025-08-05,Movie,Entertainment,972.01,Credit Card,West Jerry
2025-12-19,Uber,Travel,1232.56,UPI,New Donaldstad
2025-07-28,Restaurant,Food,3285.39,Cash,South Craig
2025-09-24,Restaurant,Food,4876.92,Cash,Molinamouth
2025-05-23,Movie,Entertainment,615.87,Debit Card,New Andrew
2025-04-15,Amazon,Shopping,4243.65,Credit Card,Christopherfort
2025-07-24,Internet,Bills,4777.92,Debit Card,Thomasville
2025-06-04,Cafe,Food,3988.73,UPI,Danielfort
2025-05-27,Spotify,Entertainment,3517.53,Cash,Courtneytown
2025-03-09,Mall,Shopping,1342.3,UPI,West Christina
2025-06-20,Metro,Travel,3597.05,Credit Card,Michaelton
2025-12-28,Zomato,Food,565.28,UPI,Port Michaelmouth
2025-12-15,Flipkart,Shopping,3060.49,Credit Card,North Donald
2025-10-10,Electricity,Bills,810.86,Credit Card,Matthewburgh
2025-07-31,Netflix,Entertainment,2561.9,Debit Card,West Oscarmouth
2025-04-14,Ola,Travel,2150.68,UPI,South Brianna
2025-04-08,Spotify,Entertainment,3226.6,Debit Card,Lake Brenda
2026-01-26,Flipkart,Shopping,800.01,Cash,South Isaachaven
2025-11-28,Mobile Recharge,Bills,4756.97,Debit Card,Oliviaton
2025-08-02,Flipkart,Shopping,1723.18,Cash,Boydshire
2025-03-28,Flipkart,Shopping,581.38,UPI,Port Sarah
2025-05-24,Metro,Travel,3038.34,Credit Card,South Henry
2025-07-30,Cafe,Food,4128.79,Credit Card,East Amy
2025-05-23,Metro,Travel,2689.06,Cash,West Sandra
